# Created by Saurabh Nerkar
# On Saturday, April 11, 2020 at 9:14:35 PM
# unit: meters
# design frequency: 6500000000 Hz
# Element	X	Y	Z	Magnitude	Phase	Phi	Theta	Gamma
1.000000	-0.10384615	-0.10384615	0.00000000	1.00000000	139.54592315	0.00000000	0.00000000	0.00000000
2.000000	-0.08076923	-0.10384615	0.00000000	1.00000000	29.31888472	0.00000000	0.00000000	0.00000000
3.000000	-0.05769231	-0.10384615	0.00000000	1.00000000	279.09184630	0.00000000	0.00000000	0.00000000
4.000000	-0.03461538	-0.10384615	0.00000000	1.00000000	168.86480787	0.00000000	0.00000000	0.00000000
5.000000	-0.01153846	-0.10384615	0.00000000	1.00000000	58.63776945	0.00000000	0.00000000	0.00000000
6.000000	0.01153846	-0.10384615	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
7.000000	0.03461538	-0.10384615	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
8.000000	0.05769231	-0.10384615	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
9.000000	0.08076923	-0.10384615	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
10.000000	0.10384615	-0.10384615	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
11.000000	-0.10384615	-0.08076923	0.00000000	1.00000000	29.31888472	0.00000000	0.00000000	0.00000000
12.000000	-0.08076923	-0.08076923	0.00000000	1.00000000	279.09184630	0.00000000	0.00000000	0.00000000
13.000000	-0.05769231	-0.08076923	0.00000000	1.00000000	168.86480787	0.00000000	0.00000000	0.00000000
14.000000	-0.03461538	-0.08076923	0.00000000	1.00000000	58.63776945	0.00000000	0.00000000	0.00000000
15.000000	-0.01153846	-0.08076923	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
16.000000	0.01153846	-0.08076923	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
17.000000	0.03461538	-0.08076923	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
18.000000	0.05769231	-0.08076923	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
19.000000	0.08076923	-0.08076923	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
20.000000	0.10384615	-0.08076923	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
21.000000	-0.10384615	-0.05769231	0.00000000	1.00000000	279.09184630	0.00000000	0.00000000	0.00000000
22.000000	-0.08076923	-0.05769231	0.00000000	1.00000000	168.86480787	0.00000000	0.00000000	0.00000000
23.000000	-0.05769231	-0.05769231	0.00000000	1.00000000	58.63776945	0.00000000	0.00000000	0.00000000
24.000000	-0.03461538	-0.05769231	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
25.000000	-0.01153846	-0.05769231	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
26.000000	0.01153846	-0.05769231	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
27.000000	0.03461538	-0.05769231	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
28.000000	0.05769231	-0.05769231	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
29.000000	0.08076923	-0.05769231	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
30.000000	0.10384615	-0.05769231	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
31.000000	-0.10384615	-0.03461538	0.00000000	1.00000000	168.86480787	0.00000000	0.00000000	0.00000000
32.000000	-0.08076923	-0.03461538	0.00000000	1.00000000	58.63776945	0.00000000	0.00000000	0.00000000
33.000000	-0.05769231	-0.03461538	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
34.000000	-0.03461538	-0.03461538	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
35.000000	-0.01153846	-0.03461538	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
36.000000	0.01153846	-0.03461538	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
37.000000	0.03461538	-0.03461538	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
38.000000	0.05769231	-0.03461538	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
39.000000	0.08076923	-0.03461538	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
40.000000	0.10384615	-0.03461538	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
41.000000	-0.10384615	-0.01153846	0.00000000	1.00000000	58.63776945	0.00000000	0.00000000	0.00000000
42.000000	-0.08076923	-0.01153846	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
43.000000	-0.05769231	-0.01153846	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
44.000000	-0.03461538	-0.01153846	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
45.000000	-0.01153846	-0.01153846	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
46.000000	0.01153846	-0.01153846	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
47.000000	0.03461538	-0.01153846	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
48.000000	0.05769231	-0.01153846	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
49.000000	0.08076923	-0.01153846	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
50.000000	0.10384615	-0.01153846	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
51.000000	-0.10384615	0.01153846	0.00000000	1.00000000	308.41073102	0.00000000	0.00000000	0.00000000
52.000000	-0.08076923	0.01153846	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
53.000000	-0.05769231	0.01153846	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
54.000000	-0.03461538	0.01153846	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
55.000000	-0.01153846	0.01153846	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
56.000000	0.01153846	0.01153846	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
57.000000	0.03461538	0.01153846	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
58.000000	0.05769231	0.01153846	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
59.000000	0.08076923	0.01153846	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
60.000000	0.10384615	0.01153846	0.00000000	1.00000000	36.36738520	0.00000000	0.00000000	0.00000000
61.000000	-0.10384615	0.03461538	0.00000000	1.00000000	198.18369260	0.00000000	0.00000000	0.00000000
62.000000	-0.08076923	0.03461538	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
63.000000	-0.05769231	0.03461538	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
64.000000	-0.03461538	0.03461538	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
65.000000	-0.01153846	0.03461538	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
66.000000	0.01153846	0.03461538	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
67.000000	0.03461538	0.03461538	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
68.000000	0.05769231	0.03461538	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
69.000000	0.08076923	0.03461538	0.00000000	1.00000000	36.36738520	0.00000000	0.00000000	0.00000000
70.000000	0.10384615	0.03461538	0.00000000	1.00000000	286.14034677	0.00000000	0.00000000	0.00000000
71.000000	-0.10384615	0.05769231	0.00000000	1.00000000	87.95665417	0.00000000	0.00000000	0.00000000
72.000000	-0.08076923	0.05769231	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
73.000000	-0.05769231	0.05769231	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
74.000000	-0.03461538	0.05769231	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
75.000000	-0.01153846	0.05769231	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
76.000000	0.01153846	0.05769231	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
77.000000	0.03461538	0.05769231	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
78.000000	0.05769231	0.05769231	0.00000000	1.00000000	36.36738520	0.00000000	0.00000000	0.00000000
79.000000	0.08076923	0.05769231	0.00000000	1.00000000	286.14034677	0.00000000	0.00000000	0.00000000
80.000000	0.10384615	0.05769231	0.00000000	1.00000000	175.91330835	0.00000000	0.00000000	0.00000000
81.000000	-0.10384615	0.08076923	0.00000000	1.00000000	337.72961575	0.00000000	0.00000000	0.00000000
82.000000	-0.08076923	0.08076923	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
83.000000	-0.05769231	0.08076923	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
84.000000	-0.03461538	0.08076923	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
85.000000	-0.01153846	0.08076923	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
86.000000	0.01153846	0.08076923	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
87.000000	0.03461538	0.08076923	0.00000000	1.00000000	36.36738520	0.00000000	0.00000000	0.00000000
88.000000	0.05769231	0.08076923	0.00000000	1.00000000	286.14034677	0.00000000	0.00000000	0.00000000
89.000000	0.08076923	0.08076923	0.00000000	1.00000000	175.91330835	0.00000000	0.00000000	0.00000000
90.000000	0.10384615	0.08076923	0.00000000	1.00000000	65.68626992	0.00000000	0.00000000	0.00000000
91.000000	-0.10384615	0.10384615	0.00000000	1.00000000	227.50257732	0.00000000	0.00000000	0.00000000
92.000000	-0.08076923	0.10384615	0.00000000	1.00000000	117.27553890	0.00000000	0.00000000	0.00000000
93.000000	-0.05769231	0.10384615	0.00000000	1.00000000	7.04850047	0.00000000	0.00000000	0.00000000
94.000000	-0.03461538	0.10384615	0.00000000	1.00000000	256.82146205	0.00000000	0.00000000	0.00000000
95.000000	-0.01153846	0.10384615	0.00000000	1.00000000	146.59442362	0.00000000	0.00000000	0.00000000
96.000000	0.01153846	0.10384615	0.00000000	1.00000000	36.36738520	0.00000000	0.00000000	0.00000000
97.000000	0.03461538	0.10384615	0.00000000	1.00000000	286.14034677	0.00000000	0.00000000	0.00000000
98.000000	0.05769231	0.10384615	0.00000000	1.00000000	175.91330835	0.00000000	0.00000000	0.00000000
99.000000	0.08076923	0.10384615	0.00000000	1.00000000	65.68626992	0.00000000	0.00000000	0.00000000
100.000000	0.10384615	0.10384615	0.00000000	1.00000000	315.45923150	0.00000000	0.00000000	0.00000000
